Matrix terms    aromas          include         tropical        fruit           broom           brimstone       dried           herb            palate          overly          expressive      offer           unripened       apple           citrus          sage            brisk           acidity         ripe            fruity          a               wine            smooth          structured      firm            tannins         fill            juicy           red             berry           fruits          freshened       drinkable       2016            tart            snappy          flavors         lime            flesh           rind            dominate        green           pineapple       pokes           crisp           underscoring    stainlesssteel  fermented       lemon           pith            orange          blossom         start           bite            opulent         note            honeydrizzled   guava           mango           give            slightly        astringent      semidry         finish          regular         bottling        2012            rough           tannic          rustic          earthy          herbal          characteristics pleasantly      unfussy         country         good            companion       hearty          winter          stew            blackberry      raspberry       show            typical         navarran        whiff           herbs           case            horseradish     mouth           full            bodied          tomatoey        spicy           complement      dark            plum            fresh           grabby          bright          informal        open            candied         white           pepper          savory          carry           balance         soft            dry             restrain        spice           profusion       texture         food            thyme           accent          sunnier         preserve        peach           offdry          elegant         sprightly       footprint       great           depth           flavor          pear            touch           drink           
Documento 2     0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.155           1.0             0.699           0.155           0.301           1.0             1.0             0.699           0.699           1.0             1.0             0.699           0.699           0.699           1.0             1.0             1.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             
Documento 3     0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.155           0.0             0.0             0.0             0.301           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             1.0             1.0             0.68            1.0             1.0             0.699           1.0             0.699           0.699           1.0             0.699           1.0             1.0             1.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             
Documento 4     0.398           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.523           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.202           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             0.699           1.0             1.0             1.0             1.0             1.0             1.0             1.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             
Documento 5     0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.229           0.301           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             0.699           1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             
Documento 6     0.398           0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.155           0.0             0.0             0.155           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.523           0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             0.398           1.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             
Documento 7     0.398           0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.523           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.155           0.0             0.0             0.155           0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.699           0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.398           0.0             1.0             1.0             1.0             1.0             1.0             1.0             0.699           1.0             0.523           1.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             
Documento 8     0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.155           0.0             0.0             0.155           0.301           0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.523           0.0             0.699           1.0             0.699           1.0             0.699           1.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             
Documento 9     0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.699           0.0             0.301           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.523           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.398           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             1.0             0.0             0.0             0.0             0.0             0.0             0.0             
Documento 10    0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.0             0.155           0.0             0.0             0.155           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.398           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.523           0.0             0.699           0.0             0.699           0.0             0.699           0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             1.0             1.0             1.0             1.0             1.0             1.0             

Similaridad coseno entre cada par de documentos:
cos(D1, D2) = 0.056133
cos(D1, D3) = 0.056595
cos(D1, D4) = 0.09933
cos(D1, D5) = 0.0
cos(D1, D6) = 0.133056
cos(D1, D7) = 0.211596
cos(D1, D8) = 0.133518
cos(D1, D9) = 0.129276
cos(D1, D10) = 0.1155
cos(D2, D3) = 0.11907
cos(D2, D4) = 0.067797
cos(D2, D5) = 0.134136
cos(D2, D6) = 0.093312
cos(D2, D7) = 0.278235
cos(D2, D8) = 0.280908
cos(D2, D9) = 0.118098
cos(D2, D10) = 0.18225
cos(D3, D4) = 0.10535
cos(D3, D5) = 0.054635
cos(D3, D6) = 0.155136
cos(D3, D7) = 0.056105
cos(D3, D8) = 0.14161
cos(D3, D9) = 0.136809
cos(D3, D10) = 0.1225
cos(D4, D5) = 0.091791
cos(D4, D6) = 0.136128
cos(D4, D7) = 0.162361
cos(D4, D8) = 0.080631
cos(D4, D9) = 0.052245
cos(D4, D10) = 0.06975
cos(D5, D6) = 0.105984
cos(D5, D7) = 0.075341
cos(D5, D8) = 0.159528
cos(D5, D9) = 0.054189
cos(D5, D10) = 0.08225
cos(D6, D7) = 0.175872
cos(D6, D8) = 0.110976
cos(D6, D9) = 0.093312
cos(D6, D10) = 0.144
cos(D7, D8) = 0.198543
cos(D7, D9) = 0.111294
cos(D7, D10) = 0.229
cos(D8, D9) = 0.070227
cos(D8, D10) = 0.4335
cos(D9, D10) = 0.06075
